Ticker,Observations,Date Range,First Close,Last Close,% Change,Average Close,Max Close,Max Close Date,Min Close,Min Close Date,Average Volume,Max Volume,Max Volume Date,Average Daily Range
005930.KS,482,2023-10-16 to 2025-10-10,64781.671875,94400.0,45.72022806412017,66471.53345435685,94400.0,2025-10-10,48968.97265625,2024-11-14,19481204.68879668,57691266.0,2024-01-11,1379.4314449286662
AAPL,499,2023-10-16 to 2025-10-10,176.98641967773438,245.27000427246094,38.581256527512494,209.51832235026694,258.1037292480469,2024-12-26,163.8235626220703,2024-04-19,56558297.39478958,318679900.0,2024-09-20,4.142921796387465
NVDA,499,2023-10-16 to 2025-10-10,46.06785202026367,183.16000366210938,297.58746203652726,115.60364680013102,192.57000732421875,2025-10-09,40.30224609375,2023-10-26,325122504.80961925,1142269000.0,2024-03-08,4.135842484853446
